success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,key,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
,encoding-trial,81,862420,0.0-81.0,,,,,,,,walk,/static/object_pics/drawing_clothe/gloves.jpg,2000.0,7000.0,1390.8448097219875,883.5575690906899,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,82,874260,0.0-82.0,,,,,,,,blur,/static/object_pics/picture_mammal/bull.jpg,2000.0,7000.0,1411.5040821027678,1404.2882230563382,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,83,884901,0.0-83.0,,,,,,,,paint,/static/object_pics/drawing_fruit/melon.jpg,2000.0,7000.0,674.336687906201,939.9095453622268,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,84,928181,0.0-84.0,,,,,43279.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,number-parity-trial,85,948188,0.0-85.0,,,,,,,"['arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft']",,,,,,,,,,,,,,,,"[85, 24, 42, 68, 96, 58, 70, 18, 73, 32, 60, 57, 4, 28, 97, 39, 67, 35, 93, 46, 12, 73, 54, 82, 96, 26, 54, 23, 19, 72, 37]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,86,954187,0.0-86.0,,,,,5997.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,87,972818,0.0-87.0,,,,,18629.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,88,984405,0.0-88.0,,,,,7489.0,,,compare,/static/object_pics/drawing_mammal/lion.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,89,989117,0.0-89.0,,,,,240.0,,,break,/static/object_pics/picture_bird/canary.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,90,1003358,0.0-90.0,,,,,,,,paint,/static/object_pics/drawing_fruit/melon.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,91,1013147,0.0-91.0,,,,,5924.0,,,jump,/static/object_pics/picture_fruit/pineapple.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,92,1024962,0.0-92.0,,,,,7428.0,,,reduce,/static/object_pics/drawing_bird/parrot.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,93,1037505,0.0-93.0,,,,,8294.0,,,blur,/static/object_pics/picture_mammal/bull.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,94,1050658,0.0-94.0,,,,,8692.0,,,wash,/static/object_pics/drawing_insect/bumble bee.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,95,1059166,0.0-95.0,,,,,4825.0,,,walk,/static/object_pics/drawing_clothe/gloves.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,96,1070597,0.0-96.0,,,,,7319.0,,,jump,/static/object_pics/picture_fruit/pineapple.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,97,1083508,0.0-97.0,,,,,9200.0,,,blur,/static/object_pics/picture_mammal/bull.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,98,1087362,0.0-98.0,,,,,244.0,,,wash,/static/object_pics/drawing_insect/bumble bee.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,99,1095806,0.0-99.0,,,,,4673.0,,,compare,/static/object_pics/drawing_mammal/lion.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,100,1104585,0.0-100.0,,,,,4294.0,,,walk,/static/object_pics/drawing_clothe/gloves.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,101,1112018,0.0-101.0,,,,,3069.0,,,reduce,/static/object_pics/drawing_bird/parrot.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,102,1119937,0.0-102.0,,,,,3995.0,,,break,/static/object_pics/picture_bird/canary.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,103,1131202,0.0-103.0,,,,,7181.0,,,paint,/static/object_pics/drawing_fruit/melon.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,104,1134480,0.0-104.0,,,,,3276.0,"<p>In that last set of trials, you were correct 31% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,105,1137473,0.0-105.0,,,,,2992.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,106,1148109,0.0-106.0,,,,,,,,shake,/static/object_pics/drawing_bird/ostrich.jpg,2000.0,7000.0,1013.3274178016214,597.447638479408,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,107,1159445,0.0-107.0,,,,,,,,clap,/static/object_pics/drawing_electronic/satellite dish.jpg,2000.0,7000.0,1087.50618155633,1221.2420954448294,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,108,1170718,0.0-108.0,,,,,,,,pat,/static/object_pics/drawing_bird/flamingo.jpg,2000.0,7000.0,1395.879482671835,849.0865252217303,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,109,1181732,0.0-109.0,,,,,,,,hide,/static/object_pics/drawing_electronic/hairdryer.jpg,2000.0,7000.0,668.0778968195584,1323.681071645078,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,110,1192469,0.0-110.0,,,,,,,,dance,/static/object_pics/picture_veggie/potato.jpg,2000.0,7000.0,1164.895215968571,545.5738842735467,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,111,1203364,0.0-111.0,,,,,,,,hit,/static/object_pics/picture_sea/shark.jpg,2000.0,7000.0,873.9444008800308,992.5940232549615,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,112,1214541,0.0-112.0,,,,,,,,bring,/static/object_pics/picture_bird/eagle.jpg,2000.0,7000.0,730.1733620929647,1409.92494487538,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,113,1226309,0.0-113.0,,,,,,,,drill,/static/object_pics/picture_insect/snail.jpg,2000.0,7000.0,1317.61372244222,1419.2913560714549,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,114,1228069,0.0-114.0,,,,,1758.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,number-parity-trial,115,1248077,0.0-115.0,,,,,,,"['arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft']",,,,,,,,,,,,,,,,"[14, 89, 65, 55, 78, 48, 7, 97, 79, 39, 57, 35, 73, 54, 55, 32, 48, 65, 32, 64, 56, 47, 47, 88, 97]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,116,1249924,0.0-116.0,,,,,1846.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,117,1251809,0.0-117.0,,,,,1884.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,118,1263554,0.0-118.0,,,,,7358.0,,,drill,/static/object_pics/picture_insect/snail.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,119,1272857,0.0-119.0,,,,,4803.0,,,dance,/static/object_pics/picture_veggie/potato.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,120,1283466,0.0-120.0,,,,,6101.0,,,clap,/static/object_pics/drawing_electronic/satellite dish.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,121,1292507,0.0-121.0,,,,,4613.0,,,pat,/static/object_pics/drawing_bird/flamingo.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,122,1301835,0.0-122.0,,,,,5421.0,,,hit,/static/object_pics/picture_sea/shark.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,123,1309984,0.0-123.0,,,,,4179.0,,,hide,/static/object_pics/drawing_electronic/hairdryer.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,124,1318965,0.0-124.0,,,,,5150.0,,,bring,/static/object_pics/picture_bird/eagle.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,125,1327955,0.0-125.0,,,,,5363.0,,,shake,/static/object_pics/drawing_bird/ostrich.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,126,1336637,0.0-126.0,,,,,4542.0,,,drill,/static/object_pics/picture_insect/snail.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,127,1345447,0.0-127.0,,,,,4585.0,,,bring,/static/object_pics/picture_bird/eagle.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,128,1352319,0.0-128.0,,,,,2348.0,,,pat,/static/object_pics/drawing_bird/flamingo.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,129,1359425,0.0-129.0,,,,,2989.0,,,clap,/static/object_pics/drawing_electronic/satellite dish.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,130,1367803,0.0-130.0,,,,,3942.0,,,dance,/static/object_pics/picture_veggie/potato.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,131,1374567,0.0-131.0,,,,,2355.0,,,hide,/static/object_pics/drawing_electronic/hairdryer.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,132,1381870,0.0-132.0,,,,,3737.0,,,shake,/static/object_pics/drawing_bird/ostrich.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,133,1389426,0.0-133.0,,,,,3413.0,,,hit,/static/object_pics/picture_sea/shark.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,134,1392214,0.0-134.0,,,,,2787.0,"<p>In that last set of trials, you were correct 69% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,135,1393648,0.0-135.0,,,,,1433.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,136,1404172,0.0-136.0,,,,,,,,clean,/static/object_pics/drawing_electronic/handmixer.jpg,2000.0,7000.0,799.3607363497133,697.9238845148009,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,137,1415604,0.0-137.0,,,,,,,,smooth,/static/object_pics/drawing_mammal/elephant.jpg,2000.0,7000.0,1037.1209343597527,1354.7280290600506,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,138,1426460,0.0-138.0,,,,,,,,shift,/static/object_pics/drawing_insect/mantis.jpg,2000.0,7000.0,583.3537905003836,1244.6737816704808,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,139,1438067,0.0-139.0,,,,,,,,utilize,/static/object_pics/picture_fruit/strawberry.jpg,2000.0,7000.0,1187.458397837529,1396.710271396753,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,140,1449637,0.0-140.0,,,,,,,,revolve,/static/object_pics/picture_insect/grasshopper.jpg,2000.0,7000.0,1370.894620430347,1168.7355713481963,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,141,1460980,0.0-141.0,,,,,,,,combine,/static/object_pics/picture_veggie/cauliflower.jpg,2000.0,7000.0,1204.4686980526026,1113.8522039676263,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,142,1472869,0.0-142.0,,,,,,,,jam,/static/object_pics/drawing_bird/hen.jpg,2000.0,7000.0,1383.9602224584805,1472.7887541062903,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,encoding-trial,143,1483308,0.0-143.0,,,,,,,,bury,/static/object_pics/drawing_electronic/coffee maker.jpg,2000.0,7000.0,503.83056500981513,904.3175719898711,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,144,1486827,0.0-144.0,,,,,3518.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,number-parity-trial,145,1506829,0.0-145.0,,,,,,,"['arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft']",,,,,,,,,,,,,,,,"[55, 90, 2, 35, 16, 90, 63, 26, 94, 65, 31, 90, 7, 92, 93, 20, 51, 34, 73, 97, 36, 65, 51, 54, 39]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,146,1508121,0.0-146.0,,,,,1291.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,html-keyboard-response,147,1536792,0.0-147.0,,,,,28669.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,148,1548664,0.0-148.0,,,,,8032.0,,,revolve,/static/object_pics/picture_insect/grasshopper.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,149,1556124,0.0-149.0,,,,,3925.0,,,combine,/static/object_pics/picture_veggie/cauliflower.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,150,1564417,0.0-150.0,,,,,3802.0,,,utilize,/static/object_pics/picture_fruit/strawberry.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,151,1571133,0.0-151.0,,,,,3153.0,,,shift,/static/object_pics/drawing_insect/mantis.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,152,1581041,0.0-152.0,,,,,6315.0,,,smooth,/static/object_pics/drawing_mammal/elephant.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,153,1589519,0.0-153.0,,,,,4427.0,,,bury,/static/object_pics/drawing_electronic/coffee maker.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,154,1603694,0.0-154.0,,,,,,,,clean,/static/object_pics/drawing_electronic/handmixer.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,155,1614818,0.0-155.0,,,,,7565.0,,,jam,/static/object_pics/drawing_bird/hen.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,arrowright,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,156,1618783,0.0-156.0,,,,,162.0,,,revolve,/static/object_pics/picture_insect/grasshopper.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowdown,,,,MEM,MEM_0030,2022-12-08 04:36:51
,retrieval-trial,157,1628011,0.0-157.0,,,,,5461.0,,,bury,/static/object_pics/drawing_electronic/coffee maker.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,arrowleft,,,,MEM,MEM_0030,2022-12-08 04:36:51
