success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,instruction,instruction_class,instruction_duration,prompt,object,object_duration,animacy,style,jitter,accurate,key,question_order,exp,subjectId,date
,visual-trial,83,544264,0.0-83.0,,,,,898.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/ladybug.jpg,7000.0,animate,drawing,1188.4953515782654,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,84,549728,0.0-84.0,,,,,1010.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_electronic/handmixer.jpg,7000.0,inanimate,drawing,1440.981674390081,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,85,555089,0.0-85.0,,,,,1682.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_fruit/orange.jpg,7000.0,inanimate,photo,666.4708155310797,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,86,560968,0.0-86.0,,,,,1520.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/mosquito.jpg,7000.0,animate,drawing,1346.821070970358,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,87,566314,0.0-87.0,,,,,1020.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_fruit/watermelon.jpg,7000.0,inanimate,photo,1303.1235038313985,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,88,571210,0.0-88.0,,,,,1315.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_clothe/slipper.jpg,7000.0,inanimate,photo,566.6922350691331,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,89,576897,0.0-89.0,,,,,1843.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/grasshopper.jpg,7000.0,animate,drawing,831.8454662667359,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,90,582050,0.0-90.0,,,,,820.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/wolf.jpg,7000.0,animate,photo,1314.3649797920518,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,91,587149,0.0-91.0,,,,,919.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_clothe/tie.jpg,7000.0,inanimate,photo,1165.9169415654565,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,92,592612,0.0-92.0,,,,,1949.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_clothe/bowtie.jpg,7000.0,inanimate,photo,503.3643817877238,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,93,597693,0.0-93.0,,,,,999.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/seahorse.jpg,7000.0,animate,photo,1065.4907498421944,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,94,603469,0.0-94.0,,,,,1782.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/toaster.jpg,7000.0,inanimate,drawing,977.11275994558,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,95,608690,0.0-95.0,,,,,924.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_fruit/grapes.jpg,7000.0,inanimate,photo,1284.6690574668323,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,96,613273,0.0-96.0,,,,,1066.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/bear.jpg,7000.0,animate,photo,505.8196427874124,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,97,619919,0.0-97.0,,,,,2840.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/rhinoceros.jpg,7000.0,animate,photo,793.7019479816095,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,98,625066,0.0-98.0,,,,,1267.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/elephant.jpg,7000.0,animate,photo,869.4480754664615,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,99,629784,0.0-99.0,,,,,817.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/mantis.jpg,7000.0,animate,drawing,889.4717051012649,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,100,635160,0.0-100.0,,,,,1729.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_fruit/papaya.jpg,7000.0,inanimate,photo,635.744824948222,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,101,640074,0.0-101.0,,,,,1251.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_clothe/hoodie.jpg,7000.0,inanimate,photo,647.0689050950729,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,102,646229,0.0-102.0,,,,,1991.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/crab.jpg,7000.0,animate,photo,1154.1927606436675,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,103,652050,0.0-103.0,,,,,1707.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_insect/ant.jpg,7000.0,animate,drawing,1101.2048848055185,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,104,657406,0.0-104.0,,,,,1504.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_insect/beetle.jpg,7000.0,animate,drawing,828.3124466505199,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,105,662713,0.0-105.0,,,,,939.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_veggie/onions.jpg,7000.0,inanimate,drawing,1350.0164842663492,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,106,667093,0.0-106.0,,,,,862.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/hat.jpg,7000.0,inanimate,photo,507.0924220025226,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,107,672157,0.0-107.0,,,,,951.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/butterfly.jpg,7000.0,animate,drawing,1098.8720958223694,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,html-keyboard-response,108,682371,0.0-108.0,,,,,10212.0,"
        <p>In that last set of trials, you were correct 78% of the time.</p>
        <p>Feel free to take a brief break. In the next set of trials, you will continue with the same task.
        The instructions are displayed below, in case you need a refresher.
        Press the space bar when you are ready to continue.</p>
        <p>In this task, you will see a series of objects. On some trials, your job is to determine
        whether the object shown is a color photograph or a line drawing. On other trials, your job
        is to determine whether the object represented is animate or inanimate.

        <br><br>
        You will know which response to make depending on the initial display, which will say
        ""animate / inanimate"" or ""photo / drawing"".
        <br>
        You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
        <br>
        Please respond as quickly as possible, and use your dominant hand to make your responses.
        <br><br>
        You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
        <br><br>
        <img src=""/static/instructions_pics/visual_pic.png"" height=""300px"">
        <br>
        In the example in the top row, the correct response is animate (left arrow key). In the example in the bottom row, the correct response is photo (left arrow key).
        <br>
        <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,109,687443,0.0-109.0,,,,,900.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_fruit/coconut.jpg,7000.0,inanimate,photo,1152.1897606631167,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,110,692373,0.0-110.0,,,,,934.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/sock02.jpg,7000.0,inanimate,photo,972.5609157532738,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,111,697224,0.0-111.0,,,,,905.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/keyboard.jpg,7000.0,inanimate,drawing,935.7238642548859,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,112,703202,0.0-112.0,,,,,1684.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_veggie/pumpkin.jpg,7000.0,inanimate,drawing,1282.451018336189,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,113,708684,0.0-113.0,,,,,1477.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_veggie/aubergine.jpg,7000.0,inanimate,drawing,991.1167446929079,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,114,714224,0.0-114.0,,,,,1440.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_sea/jellyfish.jpg,7000.0,animate,photo,1076.640504604332,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,115,718839,0.0-115.0,,,,,1072.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/squirrel.jpg,7000.0,animate,photo,531.6287159216913,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,116,724719,0.0-116.0,,,,,2105.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/dolphin.jpg,7000.0,animate,photo,752.4820394546903,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,117,729647,0.0-117.0,,,,,1089.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_fruit/melon.jpg,7000.0,inanimate,photo,828.705085725858,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,118,734964,0.0-118.0,,,,,1534.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/starfish02.jpg,7000.0,animate,photo,759.8654432261856,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,119,740730,0.0-119.0,,,,,1940.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_insect/spider.jpg,7000.0,animate,drawing,814.0995832078584,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,120,747932,0.0-120.0,,,,,2957.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/bull.jpg,7000.0,animate,photo,1226.4424167050697,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,121,753920,0.0-121.0,,,,,2018.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_electronic/camera.jpg,7000.0,inanimate,drawing,953.2993573737656,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,122,760162,0.0-122.0,,,,,2348.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_bird/vulture.jpg,7000.0,animate,drawing,883.0146416986922,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,123,765074,0.0-123.0,,,,,1051.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/belt.jpg,7000.0,inanimate,photo,846.3302025034087,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,124,769768,0.0-124.0,,,,,962.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_bird/eagle.jpg,7000.0,animate,drawing,721.3695058882656,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,125,774709,0.0-125.0,,,,,807.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_bird/peacock.jpg,7000.0,animate,drawing,1117.8896418651293,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,126,779803,0.0-126.0,,,,,1052.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_electronic/microphone.jpg,7000.0,inanimate,drawing,1022.8468344370672,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,127,784500,0.0-127.0,,,,,862.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/scorpion.jpg,7000.0,animate,drawing,820.2441083499318,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,128,791733,0.0-128.0,,,,,3656.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/swordfish.jpg,7000.0,animate,photo,566.3199149293188,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,129,796270,0.0-129.0,,,,,967.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_veggie/corn.jpg,7000.0,inanimate,drawing,553.7517428226622,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,130,801631,0.0-130.0,,,,,985.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_bird/parrot.jpg,7000.0,animate,drawing,1359.171840730326,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,131,807273,0.0-131.0,,,,,1210.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_clothe/glasses.jpg,7000.0,inanimate,photo,1413.8788281772909,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,132,811677,0.0-132.0,,,,,847.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/printer.jpg,7000.0,inanimate,drawing,545.0215607557476,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,133,816242,0.0-133.0,,,,,932.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/computer mouse.jpg,7000.0,inanimate,drawing,615.9442662529584,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,134,822560,0.0-134.0,,,,,2034.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_fruit/pear.jpg,7000.0,inanimate,photo,1267.49727983171,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,135,827457,0.0-135.0,,,,,1010.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/phone.jpg,7000.0,inanimate,drawing,873.7003237448102,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,136,832567,0.0-136.0,,,,,912.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_veggie/potato.jpg,7000.0,inanimate,drawing,1185.8805661430779,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,137,837530,0.0-137.0,,,,,1075.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_insect/worm.jpg,7000.0,animate,drawing,864.1248643180456,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,138,842469,0.0-138.0,,,,,1127.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_fruit/lemon.jpg,7000.0,inanimate,photo,798.6574538708264,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,139,848510,0.0-139.0,,,,,2320.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/killer whale.jpg,7000.0,animate,photo,709.2647723947116,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,140,853349,0.0-140.0,,,,,1222.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_sea/eel.jpg,7000.0,animate,photo,598.4842035992338,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,html-keyboard-response,141,863723,0.0-141.0,,,,,10374.0,"
      <p>Thank you for your participation!</p>
      The goal of this study is to replicate previous findings that the timing of responses in memory-dependent tasks
      is rhythmic in nature (compared to the timing of responses in memory-independent tasks).
      You performed the memory-independent tasks in this study.
      <br>
      Your participation will allow us to better understand how memory works.
      Please do not share this information with other potential participants.
      <br>
      Press the space bar to continue.</p>", ,,,,,,,,,,,,,MEM,MEM_0070,2022-12-08 22:16:42
