success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,instruction,instruction_class,instruction_duration,prompt,object,object_duration,animacy,style,jitter,accurate,key,question_order,exp,subjectId,date
,visual-trial,83,560585,0.0-83.0,,,,,1192.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_sea/seal.jpg,7000.0,animate,drawing,1328.9929401042045,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,84,566362,0.0-84.0,,,,,2211.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_clothe/shirt.jpg,7000.0,inanimate,drawing,550.6764763984187,False,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,85,571512,0.0-85.0,,,,,1498.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_sea/eel.jpg,7000.0,animate,drawing,633.1176733698401,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,86,577157,0.0-86.0,,,,,1864.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_veggie/artichoke.jpg,7000.0,inanimate,photo,758.4291010910133,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,87,582542,0.0-87.0,,,,,1370.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_sea/dolphin.jpg,7000.0,animate,drawing,996.0146093534881,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,88,588726,0.0-88.0,,,,,2081.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_veggie/carrot.jpg,7000.0,inanimate,photo,1085.1944280401237,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,89,593163,0.0-89.0,,,,,671.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/bull.jpg,7000.0,animate,photo,749.2204704194696,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,90,598116,0.0-90.0,,,,,1249.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_fruit/melon.jpg,7000.0,inanimate,drawing,682.4032686164044,False,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,91,603326,0.0-91.0,,,,,826.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_veggie/corn.jpg,7000.0,inanimate,photo,1372.7099663027611,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,92,608968,0.0-92.0,,,,,2122.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_clothe/slipper.jpg,7000.0,inanimate,drawing,506.3818620880458,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,93,613791,0.0-93.0,,,,,604.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/elephant.jpg,7000.0,animate,photo,1198.209574661446,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,94,620221,0.0-94.0,,,,,2497.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/turkey.jpg,7000.0,animate,photo,912.7019470205166,False,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,95,625764,0.0-95.0,,,,,1270.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_clothe/belt.jpg,7000.0,inanimate,drawing,1258.2326051795917,False,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,96,630823,0.0-96.0,,,,,787.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/giraffe.jpg,7000.0,animate,photo,1254.6636362324841,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,97,636661,0.0-97.0,,,,,1335.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/ant.jpg,7000.0,animate,drawing,1489.8344270475457,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,98,642484,0.0-98.0,,,,,1678.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/eagle.jpg,7000.0,animate,photo,1125.4202855343324,False,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,99,648288,0.0-99.0,,,,,1306.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/worm.jpg,7000.0,animate,drawing,1484.9179542470172,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,100,653795,0.0-100.0,,,,,1451.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/cockroach.jpg,7000.0,animate,drawing,1034.8179139289466,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,101,658840,0.0-101.0,,,,,603.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/dragonfly.jpg,7000.0,animate,drawing,1419.2308930665517,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,102,664446,0.0-102.0,,,,,1449.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_sea/crab.jpg,7000.0,animate,drawing,1144.2217562887647,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,103,669592,0.0-103.0,,,,,987.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_sea/jellyfish.jpg,7000.0,animate,drawing,1142.0313026265956,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,104,674746,0.0-104.0,,,,,853.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_bird/pigeon.jpg,7000.0,animate,photo,1282.0662001666087,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,105,679494,0.0-105.0,,,,,1168.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/duck.jpg,7000.0,animate,photo,560.8969200394718,False,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,106,684554,0.0-106.0,,,,,996.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_bird/hen.jpg,7000.0,animate,photo,1039.8998621768533,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,107,689753,0.0-107.0,,,,,1326.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_fruit/banana.jpg,7000.0,inanimate,drawing,848.5065533748971,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,html-keyboard-response,108,692453,0.0-108.0,,,,,2698.0,"
        <p>In that last set of trials, you were correct 78% of the time.</p>
        <p>Feel free to take a brief break. In the next set of trials, you will continue with the same task.
        The instructions are displayed below, in case you need a refresher.
        Press the space bar when you are ready to continue.</p>
        <p>In this task, you will see a series of objects. On some trials, your job is to determine
        whether the object shown is a color photograph or a line drawing. On other trials, your job
        is to determine whether the object represented is animate or inanimate.

        <br><br>
        You will know which response to make depending on the initial display, which will say
        ""animate / inanimate"" or ""photo / drawing"".
        <br>
        You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
        <br>
        Please respond as quickly as possible, and use your dominant hand to make your responses.
        <br><br>
        You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
        <br><br>
        <img src=""/static/instructions_pics/visual_pic.png"" height=""300px"">
        <br>
        In the example in the top row, the correct response is animate (left arrow key). In the example in the bottom row, the correct response is photo (left arrow key).
        <br>
        <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,109,697349,0.0-109.0,,,,,1330.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_electronic/calculator.jpg,7000.0,inanimate,photo,549.7140734137178,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,110,702393,0.0-110.0,,,,,805.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/sheep.jpg,7000.0,animate,photo,1214.6488295377721,False,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,111,707352,0.0-111.0,,,,,905.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/ladybug.jpg,7000.0,animate,drawing,1036.6026401018264,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,112,711523,0.0-112.0,,,,,453.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_bird/owl.jpg,7000.0,animate,photo,704.8399503647165,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,113,716185,0.0-113.0,,,,,780.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_electronic/handmixer.jpg,7000.0,inanimate,photo,863.65412185591,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,114,720541,0.0-114.0,,,,,799.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_sea/killer whale.jpg,7000.0,animate,drawing,542.7585111938788,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,115,726007,0.0-115.0,,,,,992.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_electronic/coffee maker.jpg,7000.0,inanimate,photo,1455.5568264134115,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,116,730709,0.0-116.0,,,,,1176.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_veggie/cauliflower.jpg,7000.0,inanimate,photo,512.8053413539919,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,117,735622,0.0-117.0,,,,,963.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_fruit/orange.jpg,7000.0,inanimate,drawing,936.1866230355843,False,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,118,741435,0.0-118.0,,,,,1662.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_fruit/lemon.jpg,7000.0,inanimate,drawing,1132.6663257068874,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,119,746681,0.0-119.0,,,,,1084.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_sea/seahorse.jpg,7000.0,animate,drawing,1144.218375303577,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,120,750931,0.0-120.0,,,,,597.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_clothe/sock.jpg,7000.0,inanimate,drawing,636.8766008368966,False,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,121,756147,0.0-121.0,,,,,705.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/bumble bee.jpg,7000.0,animate,drawing,1481.20349497415,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,122,760994,0.0-122.0,,,,,1157.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/antelope.jpg,7000.0,animate,photo,670.0248661157775,False,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,123,766326,0.0-123.0,,,,,1729.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_clothe/tie.jpg,7000.0,inanimate,drawing,585.5729306911908,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,124,771289,0.0-124.0,,,,,1384.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/kangaroo.jpg,7000.0,animate,photo,559.4430199581894,False,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,125,776299,0.0-125.0,,,,,869.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/pelican.jpg,7000.0,animate,photo,1129.0027777903188,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,126,781263,0.0-126.0,,,,,1082.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_electronic/keyboard.jpg,7000.0,inanimate,photo,867.9362460984362,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,127,785965,0.0-127.0,,,,,1176.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/toucan.jpg,7000.0,animate,photo,515.4844507377794,False,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,128,790999,0.0-128.0,,,,,1024.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_veggie/lettuce.jpg,7000.0,inanimate,photo,985.5361141015828,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,129,796722,0.0-129.0,,,,,1244.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_sea/seaturtle.jpg,7000.0,animate,drawing,1453.7721330134973,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,130,801763,0.0-130.0,,,,,1403.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/hummingbird.jpg,7000.0,animate,photo,609.2915030252645,False,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,131,806236,0.0-131.0,,,,,780.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_sea/shrimp.jpg,7000.0,animate,drawing,682.9497520908656,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,132,811561,0.0-132.0,,,,,1155.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/penguin.jpg,7000.0,animate,photo,1144.3367683606816,False,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,133,816747,0.0-133.0,,,,,1125.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_veggie/onions.jpg,7000.0,inanimate,photo,1045.9253796853686,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,134,821802,0.0-134.0,,,,,1434.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_veggie/mushrooms.jpg,7000.0,inanimate,photo,602.7879963562764,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,135,826661,0.0-135.0,,,,,726.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_fruit/grapes.jpg,7000.0,inanimate,drawing,1117.8201510204724,False,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,136,832202,0.0-136.0,,,,,1866.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_clothe/hat.jpg,7000.0,inanimate,drawing,655.6773947724903,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,137,838503,0.0-137.0,,,,,2168.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_sea/pufferfish.jpg,7000.0,animate,drawing,1113.9943802042703,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,138,843870,0.0-138.0,,,,,1255.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/grasshopper.jpg,7000.0,animate,drawing,1099.1686359362334,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,139,849360,0.0-139.0,,,,,1019.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_veggie/pepper.jpg,7000.0,inanimate,photo,1456.2215733008945,True,arrowright,,MEM,MEM_0071,2022-12-08 22:19:04
,visual-trial,140,855139,0.0-140.0,,,,,1860.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_bird/ostrich.jpg,7000.0,animate,photo,904.5366096078362,True,arrowleft,,MEM,MEM_0071,2022-12-08 22:19:04
,html-keyboard-response,141,863737,0.0-141.0,,,,,8596.0,"
      <p>Thank you for your participation!</p>
      The goal of this study is to replicate previous findings that the timing of responses in memory-dependent tasks
      is rhythmic in nature (compared to the timing of responses in memory-independent tasks).
      You performed the memory-independent tasks in this study.
      <br>
      Your participation will allow us to better understand how memory works.
      Please do not share this information with other potential participants.
      <br>
      Press the space bar to continue.</p>", ,,,,,,,,,,,,,MEM,MEM_0071,2022-12-08 22:19:04
